City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
470,iquique,0,CL,1560162703,82,-20.22,-70.14,57.2,10.29
471,puerto del rosario,75,ES,1560162703,64,28.5,-13.86,71.6,17.22
472,komagane,99,JP,1560162704,99,35.73,137.94,63.0,4.12
473,ivanava,0,BY,1560162704,59,52.14,25.53,79.82,6.24
474,tam ky,20,VN,1560162562,59,15.57,108.48,91.4,8.05
475,palu,90,ID,1560162705,92,-0.9,119.87,77.48,0.83
476,hamilton,75,BM,1560162705,88,32.3,-64.78,73.4,1.12
477,nyurba,100,RU,1560162706,81,63.29,118.35,62.9,5.41
478,riviere-du-loup,98,CA,1560162706,62,47.83,-69.53,60.56,2.42
479,pointe michel,20,DM,1560162706,83,15.25,-61.38,78.8,2.24
480,florianopolis,0,BR,1560162707,88,-27.6,-48.55,72.0,6.93
481,gillette,1,US,1560162707,70,44.29,-105.5,44.6,14.99
482,ola,16,RU,1560162708,84,59.58,151.3,43.1,2.84
483,sabha,0,LY,1560162708,12,27.03,14.43,94.76,6.49
484,kyabe,93,TD,1560162708,51,9.45,18.94,88.64,6.89
485,havoysund,75,NO,1560162709,77,71.0,24.66,33.8,27.51
486,marsa matruh,20,EG,1560162709,65,31.35,27.25,80.6,9.17
487,aketi,81,CD,1560162709,42,2.74,23.78,89.72,3.22
488,staryy nadym,15,RU,1560162710,45,65.61,72.68,42.74,15.57
489,flinders,0,AU,1560162710,76,-34.58,150.85,64.0,4.7
490,katherine,41,AU,1560162711,48,-14.47,132.26,82.4,6.93
491,la primavera,0,AR,1560162711,75,-32.92,-68.67,42.8,4.7
492,inirida,99,CO,1560162712,95,3.87,-67.92,76.58,1.39
493,damghan,3,IR,1560162712,61,36.17,54.34,64.16,9.75
494,longjiang,24,CN,1560162713,50,47.33,123.18,72.62,5.35
495,pangoa,0,PE,1560162713,66,-12.12,-73.0,67.22,2.13
496,murakami,75,JP,1560162713,68,38.29,139.58,66.2,5.82
497,mirnyy,64,RU,1560162714,45,56.57,36.46,78.2,5.75
498,kargasok,85,RU,1560162714,55,59.06,80.87,69.74,6.87
499,ahuimanu,75,US,1560162714,74,21.44,-157.84,78.8,3.36
500,fukue,40,JP,1560162715,88,35.03,136.69,69.01,3.36
501,namikupa,3,MZ,1560162715,32,-10.84,39.63,87.74,7.45
502,jasper,1,US,1560162716,100,33.83,-87.28,72.0,7.25
503,przhevalskoye,0,RU,1560162716,38,55.51,31.85,76.94,5.55
504,ilabaya,1,PE,1560162716,73,-17.42,-70.51,59.84,2.28
505,sangar,17,RU,1560162717,39,63.92,127.47,69.38,11.25
506,shingu,75,JP,1560162717,88,33.72,135.99,69.8,6.93
507,tezu,44,IN,1560162717,65,27.93,96.16,85.4,1.48
508,qaqortoq,7,GL,1560162718,20,60.72,-46.03,51.8,39.15
509,havre-saint-pierre,20,CA,1560162718,65,50.23,-63.6,46.4,8.05
510,nurota,6,UZ,1560162718,19,40.56,65.69,80.6,13.87
511,san policarpo,100,PH,1560162719,80,12.18,125.51,83.96,9.62
512,berlevag,75,NO,1560162719,80,70.86,29.09,33.8,19.46
513,kabinda,3,CD,1560162720,21,-6.14,24.49,91.88,6.93
514,lentekhi,78,GE,1560162720,28,42.79,42.72,68.3,6.31
515,stara vyzhivka,0,UA,1560162720,59,51.44,24.44,80.9,8.12
516,yovon,75,TJ,1560162721,49,38.32,69.05,87.8,17.9
517,berezovyy,100,RU,1560162721,98,51.67,135.7,43.64,2.53
518,mastic beach,90,US,1560162721,93,40.77,-72.85,62.01,3.36
519,balakhninskiy,68,RU,1560162722,53,58.01,114.28,67.58,4.03
520,la ciotat,0,FR,1560162722,54,43.17,5.6,82.99,11.41
521,vorontsovka,27,RU,1560162722,47,50.61,40.34,83.78,4.88
522,mehamn,100,NO,1560162723,86,71.03,27.85,35.9,23.17
523,almaznyy,20,RU,1560162723,31,48.03,40.04,87.8,11.18
524,sydney,0,AU,1560162723,72,-33.85,151.22,64.0,4.7
525,santa cruz de la palma,40,ES,1560162724,60,28.68,-17.76,71.6,13.87
526,havre,1,US,1560162724,86,48.55,-109.68,43.0,9.17
527,kanniyakumari,95,IN,1560162655,80,8.08,77.57,83.24,22.39
528,eureka,1,US,1560162488,100,40.8,-124.16,52.0,11.01
529,touros,65,BR,1560162725,80,-5.2,-35.46,81.08,16.33
530,pasighat,22,IN,1560162726,85,28.06,95.33,77.84,1.86
531,puerto madryn,0,AR,1560162726,52,-42.77,-65.04,44.18,17.67
532,naryan-mar,100,RU,1560162726,75,67.67,53.09,39.68,11.59
533,puerto escondido,100,MX,1560162727,80,15.86,-97.07,79.46,3.22
534,seydi,20,NE,1560162727,63,13.34,7.75,91.4,6.93
535,port keats,30,AU,1560162727,69,-14.25,129.55,79.82,6.13
536,kodarma,62,IN,1560162728,11,24.47,85.59,109.7,7.92
537,hervey bay,83,AU,1560162588,88,-25.3,152.85,64.0,4.7
538,san cristobal,75,EC,1560162729,93,-0.39,-78.55,55.4,4.7
