City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
536,newport,20,GB,1560164851,67,51.59,-3.0,64.99,11.41
537,ittiri,75,IT,1560164851,83,40.59,8.57,72.0,14.99
538,langholm,20,GB,1560164820,47,55.15,-3.0,62.01,8.05
539,shibetsu,40,JP,1560164852,77,44.15,142.46,59.0,11.41
540,raton,1,US,1560164731,70,36.9,-104.44,42.8,9.17
541,uch,75,FR,1560164853,51,45.32,-0.93,68.0,13.87
542,neiafu,65,TO,1560164853,85,-18.65,-173.98,79.28,22.03
543,zalantun,63,CN,1560164853,65,48.0,122.72,65.78,4.83
544,acari,70,BR,1560164854,59,-6.44,-36.64,83.06,20.29
545,avdon,0,IL,1560164854,61,33.05,35.18,87.8,14.99
546,mahibadhoo,60,MV,1560164854,81,3.78,72.97,84.14,15.52
547,macklin,3,CA,1560164855,85,52.34,-109.94,45.8,5.7
548,manzil salim,20,TN,1560164855,11,35.86,8.48,91.4,16.11
549,yenagoa,52,NG,1560164856,60,4.92,6.26,87.74,6.64
550,wajima,40,JP,1560164567,93,37.4,136.9,62.6,2.24
551,saint-joseph,12,FR,1560164856,42,43.56,6.97,82.4,4.7
552,ponta delgada,75,PT,1560164616,77,37.73,-25.67,66.2,5.82
553,minab,20,IR,1560164857,6,27.15,57.07,120.2,6.93
554,gusau,39,NG,1560164858,37,12.17,6.66,94.22,4.81
555,aswan,0,EG,1560164858,13,24.09,32.9,100.4,12.75
556,palmer,0,AU,1560164859,81,-34.85,139.16,53.01,5.82
